symbol,baseCurrency,quoteCurrency,state,category,listTime,exchange,type,trading_type,contractType,expTime
USDT-SGD,USDT,SGD,live,1,1734678000000,okx,spot,现货,,
USDC-SGD,USDC,SGD,live,1,1734678600000,okx,spot,现货,,
BTC-AUD,BTC,AUD,live,1,1723782600000,okx,spot,现货,,
ETH-AUD,ETH,AUD,live,1,1723784400000,okx,spot,现货,,
SOL-AUD,SOL,AUD,live,1,1733798100000,okx,spot,现货,,
XRP-AUD,XRP,AUD,live,1,1733798400000,okx,spot,现货,,
TRUMP-AUD,TRUMP,AUD,live,1,1737543000000,okx,spot,现货,,
USDT-AUD,USDT,AUD,live,1,1723779000000,okx,spot,现货,,
USDC-AUD,USDC,AUD,live,1,1723780800000,okx,spot,现货,,
BTC-AED,BTC,AED,live,1,1726545900000,okx,spot,现货,,
ETH-AED,ETH,AED,live,1,1726546200000,okx,spot,现货,,
SOL-AED,SOL,AED,live,1,1733799900000,okx,spot,现货,,
XRP-AED,XRP,AED,live,1,1733800200000,okx,spot,现货,,
TRUMP-AED,TRUMP,AED,live,1,1737542400000,okx,spot,现货,,
USDT-AED,USDT,AED,live,1,1726545600000,okx,spot,现货,,
BTC-BRL,BTC,BRL,live,1,1707359400000,okx,spot,现货,,
ETH-BRL,ETH,BRL,live,1,1707360300000,okx,spot,现货,,
SOL-BRL,SOL,BRL,live,1,1733799300000,okx,spot,现货,,
XRP-BRL,XRP,BRL,live,1,1733799600000,okx,spot,现货,,
PI-BRL,PI,BRL,live,1,1741338000000,okx,spot,现货,,
PEPE-BRL,PEPE,BRL,live,1,1715045400000,okx,spot,现货,,
TRUMP-BRL,TRUMP,BRL,live,1,1737542100000,okx,spot,现货,,
USDT-BRL,USDT,BRL,live,1,1707361200000,okx,spot,现货,,
USDC-BRL,USDC,BRL,live,1,1715044800000,okx,spot,现货,,
BTC-EUR,BTC,EUR,live,1,1700539860000,okx,spot,现货,,
ETH-EUR,ETH,EUR,live,1,1700539860000,okx,spot,现货,,
SOL-EUR,SOL,EUR,live,1,1700539860000,okx,spot,现货,,
TON-EUR,TON,EUR,live,1,1710393000000,okx,spot,现货,,
DOGE-EUR,DOGE,EUR,live,1,1700539860000,okx,spot,现货,,
XRP-EUR,XRP,EUR,live,1,1710383400000,okx,spot,现货,,
PI-EUR,PI,EUR,live,1,1741336200000,okx,spot,现货,,
1INCH-EUR,1INCH,EUR,live,1,1700539860000,okx,spot,现货,,
AAVE-EUR,AAVE,EUR,live,1,1710389100000,okx,spot,现货,,
ADA-EUR,ADA,EUR,live,1,1700539860000,okx,spot,现货,,
ALGO-EUR,ALGO,EUR,live,1,1710388200000,okx,spot,现货,,
APE-EUR,APE,EUR,live,1,1710390600000,okx,spot,现货,,
APT-EUR,APT,EUR,live,1,1710385500000,okx,spot,现货,,
ARB-EUR,ARB,EUR,live,1,1710387300000,okx,spot,现货,,
ASTR-EUR,ASTR,EUR,live,1,1710391800000,okx,spot,现货,,
ATOM-EUR,ATOM,EUR,live,1,1710384900000,okx,spot,现货,,
AVAX-EUR,AVAX,EUR,live,1,1700539860000,okx,spot,现货,,
AXS-EUR,AXS,EUR,live,1,1710391200000,okx,spot,现货,,
BAL-EUR,BAL,EUR,live,1,1715073000000,okx,spot,现货,,
BAT-EUR,BAT,EUR,live,1,1715073600000,okx,spot,现货,,
CHZ-EUR,CHZ,EUR,live,1,1710390900000,okx,spot,现货,,
COMP-EUR,COMP,EUR,live,1,1700539860000,okx,spot,现货,,
CRO-EUR,CRO,EUR,live,1,1710387000000,okx,spot,现货,,
CRV-EUR,CRV,EUR,live,1,1700539860000,okx,spot,现货,,
DOT-EUR,DOT,EUR,live,1,1700539860000,okx,spot,现货,,
DYDX-EUR,DYDX,EUR,live,1,1700539860000,okx,spot,现货,,
EGLD-EUR,EGLD,EUR,live,1,1710388500000,okx,spot,现货,,
FET-EUR,FET,EUR,live,1,1710991800000,okx,spot,现货,,
FLOW-EUR,FLOW,EUR,live,1,1710388800000,okx,spot,现货,,
FLR-EUR,FLR,EUR,live,1,1710387900000,okx,spot,现货,,
FXS-EUR,FXS,EUR,live,1,1710990000000,okx,spot,现货,,
GRT-EUR,GRT,EUR,live,1,1710386700000,okx,spot,现货,,
HBAR-EUR,HBAR,EUR,live,1,1710394200000,okx,spot,现货,,
ICP-EUR,ICP,EUR,live,1,1710393300000,okx,spot,现货,,
IMX-EUR,IMX,EUR,live,1,1710393600000,okx,spot,现货,,
INJ-EUR,INJ,EUR,live,1,1710993600000,okx,spot,现货,,
JTO-EUR,JTO,EUR,live,1,1715074800000,okx,spot,现货,,
LDO-EUR,LDO,EUR,live,1,1710392400000,okx,spot,现货,,
LINK-EUR,LINK,EUR,live,1,1700539860000,okx,spot,现货,,
LTC-EUR,LTC,EUR,live,1,1700539860000,okx,spot,现货,,
LUNC-EUR,LUNC,EUR,live,1,1715076600000,okx,spot,现货,,
MANA-EUR,MANA,EUR,live,1,1710392100000,okx,spot,现货,,
MINA-EUR,MINA,EUR,live,1,1710389400000,okx,spot,现货,,
MKR-EUR,MKR,EUR,live,1,1710387600000,okx,spot,现货,,
OP-EUR,OP,EUR,live,1,1710393900000,okx,spot,现货,,
SAND-EUR,SAND,EUR,live,1,1710390300000,okx,spot,现货,,
SHIB-EUR,SHIB,EUR,live,1,1700539860000,okx,spot,现货,,
SNX-EUR,SNX,EUR,live,1,1710389700000,okx,spot,现货,,
STX-EUR,STX,EUR,live,1,1710385200000,okx,spot,现货,,
SUI-EUR,SUI,EUR,live,1,1715072400000,okx,spot,现货,,
SUSHI-EUR,SUSHI,EUR,live,1,1700049745000,okx,spot,现货,,
TRUMP-EUR,TRUMP,EUR,live,1,1737542700000,okx,spot,现货,,
TRX-EUR,TRX,EUR,live,1,1700539860000,okx,spot,现货,,
UNI-EUR,UNI,EUR,live,1,1700539860000,okx,spot,现货,,
USDT-EUR,USDT,EUR,live,1,1700049040000,okx,spot,现货,,
USDC-EUR,USDC,EUR,live,1,1700539860000,okx,spot,现货,,
WIF-EUR,WIF,EUR,live,1,1715074200000,okx,spot,现货,,
WOO-EUR,WOO,EUR,live,1,1710988200000,okx,spot,现货,,
XLM-EUR,XLM,EUR,live,1,1710386400000,okx,spot,现货,,
XTZ-EUR,XTZ,EUR,live,1,1710391500000,okx,spot,现货,,
YGG-EUR,YGG,EUR,live,1,1715076000000,okx,spot,现货,,
BTC-USD,BTC,USD,live,1,1733454000000,okx,spot,现货,,
ETH-USD,ETH,USD,live,1,1733455800000,okx,spot,现货,,
SOL-USD,SOL,USD,live,1,1733457600000,okx,spot,现货,,
TON-USD,TON,USD,live,1,1744093200000,okx,spot,现货,,
DOGE-USD,DOGE,USD,live,1,1736907600000,okx,spot,现货,,
XRP-USD,XRP,USD,live,1,1733797800000,okx,spot,现货,,
PI-USD,PI,USD,live,1,1740108600000,okx,spot,现货,,
PUMP-USD,PUMP,USD,live,1,1752829200000,okx,spot,现货,,
A-USD,A,USD,live,1,1748520000000,okx,spot,现货,,
AAVE-USD,AAVE,USD,live,1,1736907900000,okx,spot,现货,,
ACA-USD,ACA,USD,live,1,1742882400000,okx,spot,现货,,
ACE-USD,ACE,USD,live,1,1742277600000,okx,spot,现货,,
ACH-USD,ACH,USD,live,1,1738923000000,okx,spot,现货,,
ADA-USD,ADA,USD,live,1,1743487200000,okx,spot,现货,,
AERGO-USD,AERGO,USD,live,1,1742277900000,okx,spot,现货,,
AEVO-USD,AEVO,USD,live,1,1743487500000,okx,spot,现货,,
AGLD-USD,AGLD,USD,live,1,1743487800000,okx,spot,现货,,
AIXBT-USD,AIXBT,USD,live,1,1740032700000,okx,spot,现货,,
ALGO-USD,ALGO,USD,live,1,1743488100000,okx,spot,现货,,
ALPHA-USD,ALPHA,USD,live,1,1742882700000,okx,spot,现货,,
ANIME-USD,ANIME,USD,live,1,1737689400000,okx,spot,现货,,
APE-USD,APE,USD,live,1,1743488400000,okx,spot,现货,,
API3-USD,API3,USD,live,1,1742883000000,okx,spot,现货,,
APT-USD,APT,USD,live,1,1743488700000,okx,spot,现货,,
AR-USD,AR,USD,live,1,1742278200000,okx,spot,现货,,
ARB-USD,ARB,USD,live,1,1736908200000,okx,spot,现货,,
ARG-USD,ARG,USD,live,1,1742278500000,okx,spot,现货,,
ARKM-USD,ARKM,USD,live,1,1743489000000,okx,spot,现货,,
ASP-USD,ASP,USD,live,1,1753365600000,okx,spot,现货,,
ASTR-USD,ASTR,USD,live,1,1742883300000,okx,spot,现货,,
ATH-USD,ATH,USD,live,1,1737973500000,okx,spot,现货,,
ATOM-USD,ATOM,USD,live,1,1743489300000,okx,spot,现货,,
AUCTION-USD,AUCTION,USD,live,1,1742883600000,okx,spot,现货,,
AVAX-USD,AVAX,USD,live,1,1736908500000,okx,spot,现货,,
AXS-USD,AXS,USD,live,1,1742883900000,okx,spot,现货,,
BABYDOGE-USD,BABYDOGE,USD,live,1,1742279100000,okx,spot,现货,,
BABY-USD,BABY,USD,live,1,1744287300000,okx,spot,现货,,
BADGER-USD,BADGER,USD,live,1,1742884200000,okx,spot,现货,,
BAL-USD,BAL,USD,live,1,1742884500000,okx,spot,现货,,
BANANA-USD,BANANA,USD,live,1,1738921200000,okx,spot,现货,,
BAND-USD,BAND,USD,live,1,1742884800000,okx,spot,现货,,
BAT-USD,BAT,USD,live,1,1742885100000,okx,spot,现货,,
BCH-USD,BCH,USD,live,1,1743489600000,okx,spot,现货,,
BERA-USD,BERA,USD,live,1,1738899000000,okx,spot,现货,,
BICO-USD,BICO,USD,live,1,1742885400000,okx,spot,现货,,
BIGTIME-USD,BIGTIME,USD,live,1,1744265100000,okx,spot,现货,,
BIO-USD,BIO,USD,live,1,1740033000000,okx,spot,现货,,
BLUR-USD,BLUR,USD,live,1,1743489900000,okx,spot,现货,,
BNB-USD,BNB,USD,live,1,1742279400000,okx,spot,现货,,
BNT-USD,BNT,USD,live,1,1741848600000,okx,spot,现货,,
BOME-USD,BOME,USD,live,1,1737973200000,okx,spot,现货,,
BONK-USD,BONK,USD,live,1,1743490200000,okx,spot,现货,,
CATI-USD,CATI,USD,live,1,1740031800000,okx,spot,现货,,
CAT-USD,CAT,USD,live,1,1742280900000,okx,spot,现货,,
CELO-USD,CELO,USD,live,1,1742281200000,okx,spot,现货,,
CELR-USD,CELR,USD,live,1,1742885700000,okx,spot,现货,,
CETUS-USD,CETUS,USD,live,1,1742281500000,okx,spot,现货,,
CFG-USD,CFG,USD,live,1,1742281800000,okx,spot,现货,,
CFX-USD,CFX,USD,live,1,1742282100000,okx,spot,现货,,
CHZ-USD,CHZ,USD,live,1,1743490500000,okx,spot,现货,,
CITY-USD,CITY,USD,live,1,1738919100000,okx,spot,现货,,
CLV-USD,CLV,USD,live,1,1742886000000,okx,spot,现货,,
COMP-USD,COMP,USD,live,1,1736908800000,okx,spot,现货,,
CORE-USD,CORE,USD,live,1,1742282400000,okx,spot,现货,,
CRO-USD,CRO,USD,live,1,1743490800000,okx,spot,现货,,
CRV-USD,CRV,USD,live,1,1736909100000,okx,spot,现货,,
CSPR-USD,CSPR,USD,live,1,1742282700000,okx,spot,现货,,
CTC-USD,CTC,USD,live,1,1742283000000,okx,spot,现货,,
CVC-USD,CVC,USD,live,1,1742886300000,okx,spot,现货,,
CVX-USD,CVX,USD,live,1,1742886600000,okx,spot,现货,,
CXT-USD,CXT,USD,live,1,1744265400000,okx,spot,现货,,
DAI-USD,DAI,USD,live,1,1736909400000,okx,spot,现货,,
DAO-USD,DAO,USD,live,1,1742283600000,okx,spot,现货,,
DEGEN-USD,DEGEN,USD,live,1,1737970800000,okx,spot,现货,,
DEP-USD,DEP,USD,live,1,1742283900000,okx,spot,现货,,
DGB-USD,DGB,USD,live,1,1742284200000,okx,spot,现货,,
DOGS-USD,DOGS,USD,live,1,1743491100000,okx,spot,现货,,
DOT-USD,DOT,USD,live,1,1743491400000,okx,spot,现货,,
DUCK-USD,DUCK,USD,live,1,1738920900000,okx,spot,现货,,
DYDX-USD,DYDX,USD,live,1,1743491700000,okx,spot,现货,,
EGLD-USD,EGLD,USD,live,1,1742886900000,okx,spot,现货,,
EIGEN-USD,EIGEN,USD,live,1,1743492000000,okx,spot,现货,,
ELF-USD,ELF,USD,live,1,1742284500000,okx,spot,现货,,
ELON-USD,ELON,USD,live,1,1742364000000,okx,spot,现货,,
ENJ-USD,ENJ,USD,live,1,1742887200000,okx,spot,现货,,
ENS-USD,ENS,USD,live,1,1736909700000,okx,spot,现货,,
ERN-USD,ERN,USD,live,1,1741846500000,okx,spot,现货,,
ETC-USD,ETC,USD,live,1,1743492600000,okx,spot,现货,,
ETHFI-USD,ETHFI,USD,live,1,1737975000000,okx,spot,现货,,
ETHW-USD,ETHW,USD,live,1,1743492900000,okx,spot,现货,,
EURC-USD,EURC,USD,live,1,1742364300000,okx,spot,现货,,
FIL-USD,FIL,USD,live,1,1743660000000,okx,spot,现货,,
FLM-USD,FLM,USD,live,1,1741851300000,okx,spot,现货,,
FLOKI-USD,FLOKI,USD,live,1,1742796000000,okx,spot,现货,,
FLOW-USD,FLOW,USD,live,1,1742887500000,okx,spot,现货,,
FLR-USD,FLR,USD,live,1,1743660300000,okx,spot,现货,,
FLUID-USD,FLUID,USD,live,1,1743076800000,okx,spot,现货,,
FORTH-USD,FORTH,USD,live,1,1744265700000,okx,spot,现货,,
G-USD,G,USD,live,1,1743055200000,okx,spot,现货,,
GALA-USD,GALA,USD,live,1,1743660600000,okx,spot,现货,,
GAS-USD,GAS,USD,live,1,1742364600000,okx,spot,现货,,
GEAR-USD,GEAR,USD,live,1,1742364900000,okx,spot,现货,,
GHST-USD,GHST,USD,live,1,1741848000000,okx,spot,现货,,
GLMR-USD,GLMR,USD,live,1,1741847100000,okx,spot,现货,,
GLM-USD,GLM,USD,live,1,1742365200000,okx,spot,现货,,
GMT-USD,GMT,USD,live,1,1743493200000,okx,spot,现货,,
GOAT-USD,GOAT,USD,live,1,1738918800000,okx,spot,现货,,
GODS-USD,GODS,USD,live,1,1742365800000,okx,spot,现货,,
GRT-USD,GRT,USD,live,1,1743660900000,okx,spot,现货,,
HBAR-USD,HBAR,USD,live,1,1743661200000,okx,spot,现货,,
HMSTR-USD,HMSTR,USD,live,1,1742366400000,okx,spot,现货,,
HUMA-USD,HUMA,USD,live,1,1749038400000,okx,spot,现货,,
ICE-USD,ICE,USD,live,1,1742366700000,okx,spot,现货,,
ICP-USD,ICP,USD,live,1,1743661500000,okx,spot,现货,,
ICX-USD,ICX,USD,live,1,1743055500000,okx,spot,现货,,
ID-USD,ID,USD,live,1,1742367000000,okx,spot,现货,,
ILV-USD,ILV,USD,live,1,1740031500000,okx,spot,现货,,
IMX-USD,IMX,USD,live,1,1744266000000,okx,spot,现货,,
IOST-USD,IOST,USD,live,1,1742367300000,okx,spot,现货,,
IOTA-USD,IOTA,USD,live,1,1742367600000,okx,spot,现货,,
IP-USD,IP,USD,live,1,1740033900000,okx,spot,现货,,
JOE-USD,JOE,USD,live,1,1741847400000,okx,spot,现货,,
JST-USD,JST,USD,live,1,1738919700000,okx,spot,现货,,
JTO-USD,JTO,USD,live,1,1743661800000,okx,spot,现货,,
JUP-USD,JUP,USD,live,1,1743662100000,okx,spot,现货,,
KAITO-USD,KAITO,USD,live,1,1740108900000,okx,spot,现货,,
KAIA-USD,KAIA,USD,live,1,1742368200000,okx,spot,现货,,
KDA-USD,KDA,USD,live,1,1742368500000,okx,spot,现货,,
KMNO-USD,KMNO,USD,live,1,1750249800000,okx,spot,现货,,
KNC-USD,KNC,USD,live,1,1743055800000,okx,spot,现货,,
KSM-USD,KSM,USD,live,1,1743056100000,okx,spot,现货,,
LAT-USD,LAT,USD,live,1,1742369400000,okx,spot,现货,,
LAYER-USD,LAYER,USD,live,1,1745582400000,okx,spot,现货,,
LDO-USD,LDO,USD,live,1,1743662400000,okx,spot,现货,,
LEO-USD,LEO,USD,live,1,1741849800000,okx,spot,现货,,
LINK-USD,LINK,USD,live,1,1736910000000,okx,spot,现货,,
LOOKS-USD,LOOKS,USD,live,1,1742369700000,okx,spot,现货,,
LPT-USD,LPT,USD,live,1,1744266300000,okx,spot,现货,,
LQTY-USD,LQTY,USD,live,1,1744266600000,okx,spot,现货,,
LRC-USD,LRC,USD,live,1,1743662700000,okx,spot,现货,,
LSK-USD,LSK,USD,live,1,1742796300000,okx,spot,现货,,
LTC-USD,LTC,USD,live,1,1736910300000,okx,spot,现货,,
LUNA-USD,LUNA,USD,live,1,1742796900000,okx,spot,现货,,
MAGIC-USD,MAGIC,USD,live,1,1742450400000,okx,spot,现货,,
MAJOR-USD,MAJOR,USD,live,1,1742450700000,okx,spot,现货,,
MANA-USD,MANA,USD,live,1,1744266900000,okx,spot,现货,,
MASK-USD,MASK,USD,live,1,1744267200000,okx,spot,现货,,
ME-USD,ME,USD,live,1,1737974400000,okx,spot,现货,,
MEME-USD,MEME,USD,live,1,1738921500000,okx,spot,现货,,
MEMEFI-USD,MEMEFI,USD,live,1,1742451000000,okx,spot,现货,,
MENGO-USD,MENGO,USD,live,1,1740031200000,okx,spot,现货,,
MERL-USD,MERL,USD,live,1,1737973800000,okx,spot,现货,,
METIS-USD,METIS,USD,live,1,1742451300000,okx,spot,现货,,
MEW-USD,MEW,USD,live,1,1737974100000,okx,spot,现货,,
MINA-USD,MINA,USD,live,1,1744267500000,okx,spot,现货,,
MKR-USD,MKR,USD,live,1,1736910600000,okx,spot,现货,,
MLN-USD,MLN,USD,live,1,1741846200000,okx,spot,现货,,
MOODENG-USD,MOODENG,USD,live,1,1743663000000,okx,spot,现货,,
MORPHO-USD,MORPHO,USD,live,1,1743663300000,okx,spot,现货,,
MOVR-USD,MOVR,USD,live,1,1743056400000,okx,spot,现货,,
MOVE-USD,MOVE,USD,live,1,1743663600000,okx,spot,现货,,
NAVX-USD,NAVX,USD,live,1,1743046200000,okx,spot,现货,,
NC-USD,NC,USD,live,1,1740033300000,okx,spot,现货,,
NEAR-USD,NEAR,USD,live,1,1743663900000,okx,spot,现货,,
NEIRO-USD,NEIRO,USD,live,1,1743664200000,okx,spot,现货,,
NEO-USD,NEO,USD,live,1,1742451900000,okx,spot,现货,,
NMR-USD,NMR,USD,live,1,1743056700000,okx,spot,现货,,
NOT-USD,NOT,USD,live,1,1743493500000,okx,spot,现货,,
OAS-USD,OAS,USD,live,1,1742452200000,okx,spot,现货,,
OL-USD,OL,USD,live,1,1737972300000,okx,spot,现货,,
OM-USD,OM,USD,live,1,1742452500000,okx,spot,现货,,
OMI-USD,OMI,USD,live,1,1742452800000,okx,spot,现货,,
ONDO-USD,ONDO,USD,live,1,1743664500000,okx,spot,现货,,
ONE-USD,ONE,USD,live,1,1742453100000,okx,spot,现货,,
ONT-USD,ONT,USD,live,1,1742453400000,okx,spot,现货,,
OP-USD,OP,USD,live,1,1736910900000,okx,spot,现货,,
ORBS-USD,ORBS,USD,live,1,1742453700000,okx,spot,现货,,
ORDI-USD,ORDI,USD,live,1,1742454000000,okx,spot,现货,,
PARTI-USD,PARTI,USD,live,1,1744273800000,okx,spot,现货,,
PENGU-USD,PENGU,USD,live,1,1737972600000,okx,spot,现货,,
PENDLE-USD,PENDLE,USD,live,1,1743057000000,okx,spot,现货,,
PEOPLE-USD,PEOPLE,USD,live,1,1742454300000,okx,spot,现货,,
PEPE-USD,PEPE,USD,live,1,1736911200000,okx,spot,现货,,
PERP-USD,PERP,USD,live,1,1741846800000,okx,spot,现货,,
PHA-USD,PHA,USD,live,1,1743057300000,okx,spot,现货,,
PIXEL-USD,PIXEL,USD,live,1,1738922400000,okx,spot,现货,,
PNUT-USD,PNUT,USD,live,1,1743664800000,okx,spot,现货,,
POL-USD,POL,USD,live,1,1742454600000,okx,spot,现货,,
POLYDOGE-USD,POLYDOGE,USD,live,1,1742454900000,okx,spot,现货,,
POR-USD,POR,USD,live,1,1741851000000,okx,spot,现货,,
PRCL-USD,PRCL,USD,live,1,1737972000000,okx,spot,现货,,
PSTAKE-USD,PSTAKE,USD,live,1,1743057600000,okx,spot,现货,,
PYTH-USD,PYTH,USD,live,1,1743665100000,okx,spot,现货,,
QTUM-USD,QTUM,USD,live,1,1744267800000,okx,spot,现货,,
RACA-USD,RACA,USD,live,1,1742455500000,okx,spot,现货,,
RAY-USD,RAY,USD,live,1,1737971100000,okx,spot,现货,,
RENDER-USD,RENDER,USD,live,1,1740033600000,okx,spot,现货,,
RESOLV-USD,RESOLV,USD,live,1,1749571200000,okx,spot,现货,,
RIO-USD,RIO,USD,live,1,1742455800000,okx,spot,现货,,
RON-USD,RON,USD,live,1,1742456100000,okx,spot,现货,,
RPL-USD,RPL,USD,live,1,1743057900000,okx,spot,现货,,
RSR-USD,RSR,USD,live,1,1743058200000,okx,spot,现货,,
RSS3-USD,RSS3,USD,live,1,1742536800000,okx,spot,现货,,
RVN-USD,RVN,USD,live,1,1742537100000,okx,spot,现货,,
S-USD,S,USD,live,1,1738035000000,okx,spot,现货,,
SAFE-USD,SAFE,USD,live,1,1738920000000,okx,spot,现货,,
SAHARA-USD,SAHARA,USD,live,1,1750946400000,okx,spot,现货,,
SAND-USD,SAND,USD,live,1,1744092000000,okx,spot,现货,,
SATS-USD,SATS,USD,live,1,1742537400000,okx,spot,现货,,
SC-USD,SC,USD,live,1,1743058800000,okx,spot,现货,,
SCR-USD,SCR,USD,live,1,1742537700000,okx,spot,现货,,
SD-USD,SD,USD,live,1,1742538000000,okx,spot,现货,,
SHIB-USD,SHIB,USD,live,1,1736911500000,okx,spot,现货,,
SKL-USD,SKL,USD,live,1,1742538300000,okx,spot,现货,,
SLP-USD,SLP,USD,live,1,1742538600000,okx,spot,现货,,
SNT-USD,SNT,USD,live,1,1741848300000,okx,spot,现货,,
SNX-USD,SNX,USD,live,1,1744268100000,okx,spot,现货,,
SONIC-USD,SONIC,USD,live,1,1740032400000,okx,spot,现货,,
SOPH-USD,SOPH,USD,live,1,1750248000000,okx,spot,现货,,
SPK-USD,SPK,USD,live,1,1750161600000,okx,spot,现货,,
SPURS-USD,SPURS,USD,live,1,1742538900000,okx,spot,现货,,
SSV-USD,SSV,USD,live,1,1737971400000,okx,spot,现货,,
STETH-USD,STETH,USD,live,1,1742539200000,okx,spot,现货,,
STORJ-USD,STORJ,USD,live,1,1744268400000,okx,spot,现货,,
STRK-USD,STRK,USD,live,1,1744092300000,okx,spot,现货,,
STX-USD,STX,USD,live,1,1744092600000,okx,spot,现货,,
SUI-USD,SUI,USD,live,1,1736911800000,okx,spot,现货,,
SUSHI-USD,SUSHI,USD,live,1,1744268700000,okx,spot,现货,,
SWEAT-USD,SWEAT,USD,live,1,1742539500000,okx,spot,现货,,
SWFTC-USD,SWFTC,USD,live,1,1742539800000,okx,spot,现货,,
T-USD,T,USD,live,1,1741850100000,okx,spot,现货,,
THETA-USD,THETA,USD,live,1,1742540100000,okx,spot,现货,,
TIA-USD,TIA,USD,live,1,1744092900000,okx,spot,现货,,
TNSR-USD,TNSR,USD,live,1,1743059100000,okx,spot,现货,,
TRA-USD,TRA,USD,live,1,1741848900000,okx,spot,现货,,
TRB-USD,TRB,USD,live,1,1742540400000,okx,spot,现货,,
TRUMP-USD,TRUMP,USD,live,1,1737309000000,okx,spot,现货,,
TRX-USD,TRX,USD,live,1,1744093500000,okx,spot,现货,,
TURBO-USD,TURBO,USD,live,1,1744093800000,okx,spot,现货,,
ULTI-USD,ULTI,USD,live,1,1737971700000,okx,spot,现货,,
UMA-USD,UMA,USD,live,1,1743059400000,okx,spot,现货,,
UNI-USD,UNI,USD,live,1,1736912100000,okx,spot,现货,,
USDT-USD,USDT,USD,live,1,1733452200000,okx,spot,现货,,
UXLINK-USD,UXLINK,USD,live,1,1740032100000,okx,spot,现货,,
VELODROME-USD,VELODROME,USD,live,1,1738922700000,okx,spot,现货,,
VELO-USD,VELO,USD,live,1,1742540700000,okx,spot,现货,,
VRA-USD,VRA,USD,live,1,1742541000000,okx,spot,现货,,
W-USD,W,USD,live,1,1742541300000,okx,spot,现货,,
WAXP-USD,WAXP,USD,live,1,1742541600000,okx,spot,现货,,
WBTC-USD,WBTC,USD,live,1,1744094100000,okx,spot,现货,,
WCT-USD,WCT,USD,live,1,1744722000000,okx,spot,现货,,
WIF-USD,WIF,USD,live,1,1744094400000,okx,spot,现货,,
WIN-USD,WIN,USD,live,1,1738921800000,okx,spot,现货,,
WLD-USD,WLD,USD,live,1,1737972900000,okx,spot,现货,,
XCH-USD,XCH,USD,live,1,1742541900000,okx,spot,现货,,
XLM-USD,XLM,USD,live,1,1744094700000,okx,spot,现货,,
XTZ-USD,XTZ,USD,live,1,1743059700000,okx,spot,现货,,
YFI-USD,YFI,USD,live,1,1743060000000,okx,spot,现货,,
YGG-USD,YGG,USD,live,1,1744095000000,okx,spot,现货,,
ZBCN-USD,ZBCN,USD,live,1,1742542200000,okx,spot,现货,,
ZENT-USD,ZENT,USD,live,1,1744095300000,okx,spot,现货,,
ZETA-USD,ZETA,USD,live,1,1738920600000,okx,spot,现货,,
ZEUS-USD,ZEUS,USD,live,1,1744095600000,okx,spot,现货,,
ZIL-USD,ZIL,USD,live,1,1742542500000,okx,spot,现货,,
ZK-USD,ZK,USD,live,1,1744095900000,okx,spot,现货,,
ZKJ-USD,ZKJ,USD,live,1,1737974700000,okx,spot,现货,,
ZRO-USD,ZRO,USD,live,1,1744096200000,okx,spot,现货,,
ZRX-USD,ZRX,USD,live,1,1743060300000,okx,spot,现货,,
BTC-TRY,BTC,TRY,live,1,1705633200000,okx,spot,现货,,
ETH-TRY,ETH,TRY,live,1,1705635000000,okx,spot,现货,,
SOL-TRY,SOL,TRY,live,1,1733798700000,okx,spot,现货,,
XRP-TRY,XRP,TRY,live,1,1733799000000,okx,spot,现货,,
PI-TRY,PI,TRY,live,1,1740061800000,okx,spot,现货,,
TRUMP-TRY,TRUMP,TRY,live,1,1737455400000,okx,spot,现货,,
USDT-TRY,USDT,TRY,live,1,1698894300000,okx,spot,现货,,
BTC-USDT,BTC,USDT,live,1,1611907686000,okx,spot,现货,,
ETH-USDT,ETH,USDT,live,1,1611907686000,okx,spot,现货,,
OKB-USDT,OKB,USDT,live,1,1611907686000,okx,spot,现货,,
SOL-USDT,SOL,USDT,live,1,1611907686000,okx,spot,现货,,
TON-USDT,TON,USDT,live,1,1651203490000,okx,spot,现货,,
DOGE-USDT,DOGE,USDT,live,1,1611907686000,okx,spot,现货,,
XRP-USDT,XRP,USDT,live,1,1611907686000,okx,spot,现货,,
PI-USDT,PI,USDT,live,1,1740034800000,okx,spot,现货,,
PUMP-USDT,PUMP,USDT,live,1,1752818400000,okx,spot,现货,,
VINE-USDT,VINE,USDT,live,1,1737882000000,okx,spot,现货,,
1INCH-USDT,1INCH,USDT,live,1,1611907686000,okx,spot,现货,,
A-USDT,A,USDT,live,1,1748509200000,okx,spot,现货,,
AAVE-USDT,AAVE,USDT,live,1,1611907686000,okx,spot,现货,,
ACA-USDT,ACA,USDT,live,1,1643084782000,okx,spot,现货,,
ACE-USDT,ACE,USDT,live,1,1702879200000,okx,spot,现货,,
ACH-USDT,ACH,USDT,live,1,1682071200000,okx,spot,现货,,
ACT-USDT,ACT,USDT,live,1,1731574800000,okx,spot,现货,,
ADA-USDT,ADA,USDT,live,1,1611907686000,okx,spot,现货,,
AERGO-USDT,AERGO,USDT,live,1,1611907686000,okx,spot,现货,,
AEVO-USDT,AEVO,USDT,live,1,1710324000000,okx,spot,现货,,
AGLD-USDT,AGLD,USDT,live,1,1630650741000,okx,spot,现货,,
AIDOGE-USDT,AIDOGE,USDT,live,1,1682424000000,okx,spot,现货,,
AIXBT-USDT,AIXBT,USDT,live,1,1736942400000,okx,spot,现货,,
ALGO-USDT,ALGO,USDT,live,1,1611907686000,okx,spot,现货,,
