symbol,baseAsset,quoteAsset,status,exchange,type,trading_type,korean_name,english_name,trade_price,change,change_rate,high_price,low_price,acc_trade_volume_24h,acc_trade_price_24h,timestamp
USDT-TRX,TRX,USDT,TRADING,upbit,spot,现货,트론,TRON,0.3289,RISE,0.0082771306,0.3289,0.3205,15850.70524714,5166.04956116,1754148390237
BTC-ASTR,ASTR,BTC,TRADING,upbit,spot,现货,아스타,Astar,2e-07,EVEN,0.0,2e-07,2e-07,650.0,0.00013,1754148390850
KRW-GAME2,GAME2,KRW,TRADING,upbit,spot,现货,게임빌드,GameBuild,5.13,RISE,0.0239520958,5.46,4.99,1410220684.29653,7283418035.890287,1754148390437
KRW-STX,STX,KRW,TRADING,upbit,spot,现货,스택스,Stacks,946.0,FALL,0.0094240838,971.0,936.0,6668919.7455584,6369911303.113988,1754148390724
BTC-MAGIC,MAGIC,BTC,TRADING,upbit,spot,现货,매직,MAGIC,1.83e-06,RISE,0.1656050955,2.15e-06,1.55e-06,6689890.59615337,12.19627016,1754148390863
BTC-ATH,ATH,BTC,TRADING,upbit,spot,现货,에이셔,Aethir,2.9e-07,FALL,0.064516129,2.9e-07,2.9e-07,1603.20879966,0.00046493,1753922456243
USDT-RVN,RVN,USDT,TRADING,upbit,spot,现货,레이븐코인,Ravencoin,0.0143,RISE,0.0514705882,0.0143,0.01344,497.50984233,6.77443758,1754148390333
BTC-NMR,NMR,BTC,TRADING,upbit,spot,现货,뉴메레르,Numeraire,7.005e-05,FALL,0.0264072272,7.446e-05,7.005e-05,2051.94817138,0.14729394,1754148390084
KRW-BSV,BSV,KRW,TRADING,upbit,spot,现货,비트코인에스브이,Bitcoin SV,36240.0,EVEN,0.0,36700.0,35800.0,42561.30692176,1542040805.7813942,1754148390349
KRW-SUI,SUI,KRW,TRADING,upbit,spot,现货,수이,Sui,4786.0,FALL,0.0070539419,4928.0,4726.0,7442387.96570782,36071390859.45641,1754148390889
BTC-ATM,ATM,BTC,TRADING,upbit,spot,现货,아틀레티코마드리드,Atletico De Madrid Fan Token,1.251e-05,FALL,0.0126282557,1.381e-05,1.24e-05,14306.71882529,0.18282403,1754148390835
KRW-SYRUP,SYRUP,KRW,TRADING,upbit,spot,现货,메이플파이낸스,Maple Finance,561.0,FALL,0.0523648649,601.0,555.0,18399746.51961347,10726795940.8231,1754148386622
BTC-STRIKE,STRIKE,BTC,TRADING,upbit,spot,现货,스트라이크,Strike,0.00010772,RISE,0.0013944408,0.00010772,9.85e-05,183.36702164,0.01910238,1754148390679
KRW-BTC,BTC,KRW,TRADING,upbit,spot,现货,비트코인,Bitcoin,158867000.0,RISE,0.0048386485,159362000.0,158000000.0,1575.98219295,250170499573.58698,1754148390066
BTC-TT,TT,BTC,TRADING,upbit,spot,现货,썬더코어,ThunderCore,2e-08,EVEN,0.0,3e-08,2e-08,277847.70154658,0.00555695,1753968296190
BTC-RVN,RVN,BTC,TRADING,upbit,spot,现货,레이븐코인,Ravencoin,1.1e-07,FALL,0.0833333333,1.2e-07,1.1e-07,563657.62835108,0.06684832,1754148390309
BTC-HBD,HBD,BTC,TRADING,upbit,spot,现货,하이브달러,Hive Dollar,8.6e-06,EVEN,0.0,8.6e-06,8.1e-06,109.58658964,0.00090871,1754148390501
BTC-MANA,MANA,BTC,TRADING,upbit,spot,现货,디센트럴랜드,Decentraland,2.37e-06,FALL,0.04048583,2.37e-06,2.37e-06,100.0,0.000237,1754121955200
KRW-ONG,ONG,KRW,TRADING,upbit,spot,现货,온톨로지가스,ONG,234.0,FALL,0.0126582278,242.0,233.0,1489062.22452036,353311014.525783,1754148390314
KRW-BTT,BTT,KRW,TRADING,upbit,spot,现货,비트토렌트,BitTorrent,0.000915,FALL,0.0075921909,0.000931,0.000914,1280209472316.25,1180702390.461676,1754148390372
BTC-OCEAN,OCEAN,BTC,TRADING,upbit,spot,现货,오션프로토콜,Ocean Protocol,2.75e-06,FALL,0.0213523132,3.09e-06,2.71e-06,34281.395192,0.09755101,1754148390790
BTC-PSG,PSG,BTC,TRADING,upbit,spot,现货,파리생제르맹,Paris Saint-Germain Fan Token,1.443e-05,RISE,0.0219546742,1.468e-05,1.425e-05,4030.02227819,0.05828357,1754148390641
BTC-PYTH,PYTH,BTC,TRADING,upbit,spot,现货,피스네트워크,Pyth Network,9.7e-07,EVEN,0.0,9.7e-07,9.7e-07,372.29575758,0.00036056,1754148390953
USDT-SOON,SOON,USDT,TRADING,upbit,spot,现货,쑨,SOON,0.1461,FALL,0.0568108457,0.1555,0.1399,10952.37862957,1677.58402309,1754148391428
BTC-POL,POL,BTC,TRADING,upbit,spot,现货,폴리곤에코시스템토큰,Polygon Ecosystem Token,1.72e-06,EVEN,0.0,1.74e-06,1.72e-06,2597.66398212,0.0045164,1754148390753
KRW-ONT,ONT,KRW,TRADING,upbit,spot,现货,온톨로지,Ontology,182.0,FALL,0.0054644809,186.0,180.0,1783081.11793366,324389366.00837296,1754148390253
USDT-BABY,BABY,USDT,TRADING,upbit,spot,现货,바빌론,Babylon,0.05602,RISE,0.0003571429,0.05624,0.05602,12896.6328089,722.46936995,1754091656726
BTC-CVC,CVC,BTC,TRADING,upbit,spot,现货,시빅,Civic,8.1e-07,FALL,0.012195122,8.1e-07,8.1e-07,362.0,0.00029322,1754111755070
BTC-NKN,NKN,BTC,TRADING,upbit,spot,现货,엔케이엔,NKN,2.2e-07,FALL,0.0434782609,2.3e-07,2.2e-07,20805.49182884,0.00475948,1754148390373
BTC-RSR,RSR,BTC,TRADING,upbit,spot,现货,리저브라이트,Reserve Rights,7e-08,RISE,0.1666666667,7e-08,6e-08,35522.80173206,0.00224458,1754148390570
KRW-DEEP,DEEP,KRW,TRADING,upbit,spot,现货,딥북,DeepBook,183.0,FALL,0.0418848168,193.0,179.0,10071414.15363329,1903549449.932567,1754148391379
BTC-ARB,ARB,BTC,TRADING,upbit,spot,现货,아비트럼,Arbitrum,3.18e-06,FALL,0.0245398773,3.27e-06,3.18e-06,2075.15333615,0.00671445,1754148390873
BTC-AERGO,AERGO,BTC,TRADING,upbit,spot,现货,아르고,Aergo,9.9e-07,RISE,0.0102040816,9.9e-07,9.9e-07,298.3293556,0.00029535,1754148390410
USDT-DEEP,DEEP,USDT,TRADING,upbit,spot,现货,딥북,DeepBook,0.1445,FALL,0.0543193717,0.1445,0.1445,0.4064045,0.05872545,1754095616609
BTC-ARK,ARK,BTC,TRADING,upbit,spot,现货,아크,Ark,3.64e-06,FALL,0.0135501355,3.69e-06,3.64e-06,380.53285274,0.00138514,1754125375085
KRW-STRAX,STRAX,KRW,TRADING,upbit,spot,现货,스트라티스,Stratis,64.6,FALL,0.0122324159,65.8,64.1,26979636.3723324,1756763760.5514,1754148390603
BTC-STORJ,STORJ,BTC,TRADING,upbit,spot,现货,스토리지,Storj,2.29e-06,EVEN,0.0,2.29e-06,2.29e-06,402.11738351,0.00092085,1754148390087
BTC-BLAST,BLAST,BTC,TRADING,upbit,spot,现货,블라스트,Blast,2e-08,EVEN,0.0,2e-08,2e-08,3613.317757,7.227e-05,1754099876103
USDT-BRETT,BRETT,USDT,TRADING,upbit,spot,现货,브렛,Brett,0.04813,FALL,0.0981824995,0.05337,0.04749,3338707.827415,166300.82874786,1754148391082
BTC-META,META,BTC,TRADING,upbit,spot,现货,메타디움,Metadium,1.9e-07,FALL,0.05,1.9e-07,1.9e-07,1891.52410779,0.00035939,1754148390374
USDT-SYRUP,SYRUP,USDT,TRADING,upbit,spot,现货,메이플파이낸스,Maple Finance,0.4003,FALL,0.04417383,0.4188,0.4003,120.39391192,50.40237444,1754148386623
BTC-DENT,DENT,BTC,TRADING,upbit,spot,现货,덴트,Dent,1e-08,EVEN,0.0,1e-08,1e-08,860568.4339152,0.00860568,1754148390356
KRW-ICX,ICX,KRW,TRADING,upbit,spot,现货,아이콘,Icon,176.0,FALL,0.0112359551,180.0,175.0,2120272.47243333,374755617.813187,1754148390214
KRW-POLYX,POLYX,KRW,TRADING,upbit,spot,现货,폴리매쉬,Polymesh,184.0,EVEN,0.0,187.0,181.0,4847987.82035368,895184179.5385717,1754148390264
