total_exchanges,baseCurrency,coinbase_spot,coinbase_futures,okx_spot,okx_futures,binance_spot,binance_futures,upbit_spot,upbit_futures,hyperliquid_spot,hyperliquid_futures
1,AQT,0,0,0,0,0,0,1,0,0,0
1,AVT,1,0,0,0,0,0,0,0,0,0
1,MOC,0,0,0,0,0,0,1,0,0,0
1,MATH,1,0,0,0,0,0,0,0,0,0
1,KARRAT,1,0,0,0,0,0,0,0,0,0
1,HP,0,0,0,0,0,0,1,0,0,0
1,GIGA,1,0,0,0,0,0,0,0,0,0
1,ICE,0,0,1,0,0,0,0,0,0,0
1,LAUNCHCOIN,0,0,0,0,0,0,0,0,0,1
1,VAL,0,0,0,0,0,0,1,0,0,0
1,GEAR,0,0,1,0,0,0,0,0,0,0
1,QTCON,0,0,0,0,0,0,1,0,0,0
1,EUR,0,0,0,0,1,0,0,0,0,0
1,FLUID,0,0,1,0,0,0,0,0,0,0
1,JELLY,0,0,0,0,0,0,0,0,0,1
1,MOG,1,0,0,0,0,0,0,0,0,0
1,SHPING,1,0,0,0,0,0,0,0,0,0
1,ELON,0,0,1,0,0,0,0,0,0,0
1,DUCK,0,0,1,0,0,0,0,0,0,0
1,DEP,0,0,1,0,0,0,0,0,0,0
1,DAO,0,0,1,0,0,0,0,0,0,0
1,EDGE,1,0,0,0,0,0,0,0,0,0
1,CXT,0,0,1,0,0,0,0,0,0,0
1,GFI,1,0,0,0,0,0,0,0,0,0
1,PURR,0,0,0,0,0,0,0,0,0,1
1,CSPR,0,0,1,0,0,0,0,0,0,0
1,AHT,0,0,0,0,0,0,1,0,0,0
1,CORE,0,0,1,0,0,0,0,0,0,0
1,kNEIRO,0,0,0,0,0,0,0,0,0,1
1,INDEX,1,0,0,0,0,0,0,0,0,0
1,FUN,0,0,0,0,1,1,0,0,0,0
1,CFG,0,0,1,0,0,0,0,0,0,0
1,kDOGS,0,0,0,0,0,0,0,0,0,1
1,COS,0,0,0,0,1,1,0,0,0,0
1,CAT,0,0,1,0,0,0,0,0,0,0
1,SHDW,1,0,0,0,0,0,0,0,0,0
1,DUSK,0,0,0,0,1,1,0,0,0,0
1,MED,0,0,0,0,0,0,1,0,0,0
1,LSETH,1,0,0,0,0,0,0,0,0,0
1,TRAC,1,0,0,0,0,0,0,0,0,0
1,PHB,0,0,0,0,1,1,0,0,0,0
1,BABYDOGE,0,0,1,0,0,0,0,0,0,0
1,kFLOKI,0,0,0,0,0,0,0,0,0,1
1,PLU,1,0,0,0,0,0,0,0,0,0
1,ARG,0,0,1,0,0,0,0,0,0,0
1,PANDORA,0,0,0,0,0,0,0,0,0,1
1,00,1,0,0,0,0,0,0,0,0,0
1,FX,1,0,0,0,0,0,0,0,0,0
1,AST,1,0,0,0,0,0,0,0,0,0
1,A8,1,0,0,0,0,0,0,0,0,0
1,CBETH,1,0,0,0,0,0,0,0,0,0
1,DIMO,1,0,0,0,0,0,0,0,0,0
1,ELA,1,0,0,0,0,0,0,0,0,0
1,CGLD,1,0,0,0,0,0,0,0,0,0
1,kLUNC,0,0,0,0,0,0,0,0,0,1
1,NFTI,0,0,0,0,0,0,0,0,0,1
1,CORECHAIN,1,0,0,0,0,0,0,0,0,0
1,kBONK,0,0,0,0,0,0,0,0,0,1
1,BFC,0,0,0,0,0,0,1,0,0,0
1,MPLX,1,0,0,0,0,0,0,0,0,0
1,HOT,0,0,0,0,1,1,0,0,0,0
1,OBSR,0,0,0,0,0,0,1,0,0,0
1,TIME,1,0,0,0,0,0,0,0,0,0
1,EOS,1,0,0,0,0,0,0,0,0,0
1,DATA,0,0,0,0,1,0,0,0,0,0
1,DKA,0,0,0,0,0,0,1,0,0,0
1,SYS,0,0,0,0,1,1,0,0,0,0
1,WAN,0,0,0,0,1,0,0,0,0,0
1,CANTO,0,0,0,0,0,0,0,0,0,1
1,PIVX,0,0,0,0,1,0,0,0,0,0
1,LOOM,0,0,0,0,0,0,0,0,0,1
1,BTRST,1,0,0,0,0,0,0,0,0,0
1,WAXL,1,0,0,0,0,0,0,0,0,0
1,BOUNTY,0,0,0,0,0,0,1,0,0,0
1,WCFG,1,0,0,0,0,0,0,0,0,0
1,SHIA,0,0,0,0,0,0,0,0,0,1
1,FRIEND,0,0,0,0,0,0,0,0,0,1
1,KRL,1,0,0,0,0,0,0,0,0,0
1,OX,0,0,0,0,0,0,0,0,0,1
1,ADX,0,0,0,0,1,0,0,0,0,0
1,SPA,1,0,0,0,0,0,0,0,0,0
1,kSHIB,0,0,0,0,0,0,0,0,0,1
1,DOGINME,1,0,0,0,0,0,0,0,0,0
1,WAVES,0,0,0,0,0,0,1,0,0,0
1,UNIBOT,0,0,0,0,0,0,0,0,0,1
1,TOKAMAK,0,0,0,0,0,0,1,0,0,0
1,RLB,0,0,0,0,0,0,0,0,0,1
1,HPOS,0,0,0,0,0,0,0,0,0,1
1,BEAM,0,0,0,0,0,0,1,0,0,0
1,CLANKER,1,0,0,0,0,0,0,0,0,0
1,HUNT,0,0,0,0,0,0,1,0,0,0
1,NEON,1,0,0,0,0,0,0,0,0,0
1,FTM,0,0,0,0,0,0,0,0,0,1
1,BORA,0,0,0,0,0,0,1,0,0,0
1,INV,1,0,0,0,0,0,0,0,0,0
1,RNDR,0,0,0,0,0,0,0,0,0,1
1,PI,0,0,1,0,0,0,0,0,0,0
1,XVG,0,0,0,0,1,1,0,0,0,0
1,LWA,0,0,0,0,0,0,1,0,0,0
1,kPEPE,0,0,0,0,0,0,0,0,0,1
1,CARV,0,0,0,0,0,0,1,0,0,0
